1	1.0001
2	2.0003
3	3.0006
4	4.0011
5	5.0017
6	6.0024
7	7.0033
8	8.0043
9	9.0054
10	10.0067
11	11.0081
12	12.0096
13	13.0113
14	14.0131
15	15.0150
16	16.0171
17	17.0193
18	18.0216
19	19.0241
20	20.0267
21	21.0295
22	22.0323
23	23.0353
24	24.0385
25	25.0418
26	26.0452
27	27.0487
28	28.0524
29	29.0562
30	30.0602
31	31.0642
32	32.0685
33	33.0728
34	34.0773
35	35.0819
36	36.0867
37	37.0916
38	38.0966
39	39.1018
40	40.1070
41	41.1125
42	42.1180
43	43.1237
44	44.1296
45	45.1355
46	46.1416
47	47.1479
48	48.1543
49	49.1608
50	50.1674
51	51.1742
52	52.1811
53	53.1882
54	54.1953
55	55.2027
56	56.2101
57	57.2177
58	58.2254
59	59.2333
60	60.2413
61	61.2494
62	62.2577
63	63.2661
64	64.2746
65	65.2833
66	66.2921
67	67.3011
68	68.3101
69	69.3194
70	70.3287
71	71.3382
72	72.3478
73	73.3576
74	74.3675
75	75.3775
76	76.3877
77	77.3980
78	78.4084
79	79.4190
80	80.4297
81	81.4406
82	82.4516
83	83.4627
84	84.4739
85	85.4853
86	86.4969
87	87.5085
88	88.5203
89	89.5323
90	90.5444
91	91.5566
92	92.5689
93	93.5814
94	94.5940
95	95.6068
96	96.6197
97	97.6327
98	98.6459
99	99.6592
100	100.6727
101	101.6862
102	102.7000
103	103.7138
104	104.7278
105	105.7419
106	106.7562
107	107.7706
108	108.7851
109	109.7998
110	110.8146
111	111.8296
112	112.8447
113	113.8599
114	114.8753
115	115.8908
116	116.9064
117	117.9222
118	118.9381
119	119.9542
120	120.9704
121	121.9867
122	123.0032
123	124.0198
124	125.0365
125	126.0534
126	127.0704
127	128.0876
128	129.1049
129	130.1223
130	131.1399
131	132.1576
132	133.1754
133	134.1934
134	135.2115
135	136.2298
136	137.2482
137	138.2667
138	139.2854
139	140.3042
139	140.3042
139	140.3042
140	141.3232
141	142.3422
142	143.3615
143	144.3808
144	145.4004
145	146.4200
146	147.4398
147	148.4597
148	149.4798
149	150.5000
150	151.5203
151	152.5408
152	153.5614
153	154.5822
154	155.6030
155	156.6241
156	157.6453
157	158.6666
158	159.6880
159	160.7096
160	161.7313
161	162.7532
162	163.7752
163	164.7974
164	165.8196
165	166.8421
166	167.8646
167	168.8873
168	169.9102
169	170.9332
170	171.9563
171	172.9795
172	174.0029
173	175.0265
174	176.0502
175	177.0740
176	178.0980
177	179.1221
178	180.1463
179	181.1707
180	182.1952
181	183.2199
182	184.2447
182	184.2447
183	185.2696
184	186.2947
185	187.3199
186	188.3453
187	189.3708
188	190.3964
189	191.4222
190	192.4481
191	193.4742
192	194.5004
193	195.5267
194	196.5532
195	197.5798
196	198.6066
197	199.6335
198	200.6605
199	201.6877
200	202.7150
201	203.7425
202	204.7701
203	205.7979
204	206.8258
205	207.8538
206	208.8820
207	209.9103
208	210.9387
209	211.9673
210	212.9961
211	214.0249
212	215.0540
213	216.0831
214	217.1124
215	218.1419
216	219.1714
217	220.2012
218	221.2310
219	222.2610
220	223.2912
221	224.3215
222	225.3519
223	226.3825
224	227.4132
225	228.4441
226	229.4751
227	230.5062
228	231.5375
229	232.5689
230	233.6005
231	234.6322
232	235.6640
233	236.6960
234	237.7282
235	238.7604
236	239.7928
237	240.8254
238	241.8581
239	242.8910
240	243.9239
241	244.9571
242	245.9903
243	247.0238
244	248.0573
245	249.0910
246	250.1248
247	251.1588
248	252.1930
247	251.1588
248	252.1930
249	253.2272
249	253.2272
250	254.2616
251	255.2962
252	256.3309
253	257.3657
254	258.4007
255	259.4358
256	260.4711
257	261.5065
258	262.5421
259	263.5778
260	264.6136
261	265.6496
262	266.6857
263	267.7220
264	268.7584
265	269.7950
266	270.8317
267	271.8685
268	272.9055
269	273.9426
270	274.9799
271	276.0173
272	277.0549
273	278.0926
274	279.1304
275	280.1684
276	281.2065
277	282.2448
278	283.2832
279	284.3218
280	285.3605
281	286.3994
282	287.4384
283	288.4775
284	289.5168
285	290.5562
286	291.5958
